Route_Number,Route_Name,Direction,Tram_Stop_Name,Stop_Sequence,Tram_Tracker_ID,Metlink_Stop_ID,VicgridX,VicgridY,Boardings,Alightings
67,Melbourne University to Carnegie,Up,43-Brighton Rd/Glenhuntly Rd (Elsternwick),0040,2043,18980,2499809.989,2401921.637,11.48647428,7.657649517
67,Melbourne University to Carnegie,Up,43-Brighton Rd/Glenhuntly Rd (Elsternwick),0040,2043,18980,2499809.989,2401921.637,7.657649517,38.28824711
70,Waterfront City Docklands to Wattle Park,Down,37-Tooronga Rd/Riversdale Rd (Hawthorn East),0040,2937,19445,2504193.766,2407862.956,9.576092005,9.576092005
70,Waterfront City Docklands to Wattle Park,Down,37-Tooronga Rd/Riversdale Rd (Hawthorn East),0040,2937,19445,2504193.766,2407862.956,12.76812267,28.72827578
70,Waterfront City Docklands to Wattle Park,Down,37-Tooronga Rd/Riversdale Rd (Hawthorn East),0040,2937,19445,2504193.766,2407862.956,9.576092005,51.07249069
70,Wattle Park to Waterfront City Docklands,Up,10-Swan Street Shopping Centre/Swan St (Richmond),0040,1763,19280,2499657.188,2408387.973,37.77236176,6.867702007
70,Wattle Park to Waterfront City Docklands,Up,10-Swan Street Shopping Centre/Swan St (Richmond),0040,1763,19280,2499657.188,2408387.973,82.41242528,54.94161606
70,Wattle Park to Waterfront City Docklands,Up,10-Swan Street Shopping Centre/Swan St (Richmond),0040,1763,19280,2499657.188,2408387.973,72.11087179,58.37546706
72,Camberwell to Melbourne University,Down,31-Chapel St/Malvern Rd (Prahran),0040,1631,19128,2499496.578,2406012.704,86.82507324,100.1827774
72,Camberwell to Melbourne University,Down,31-Chapel St/Malvern Rd (Prahran),0040,1631,19128,2499496.578,2406012.704,150.2741678,170.3107228
72,Camberwell to Melbourne University,Down,31-Chapel St/Malvern Rd (Prahran),0040,1631,19128,2499496.578,2406012.704,123.5587575,123.5587599
72,Melbourne University to Camberwell,Up,43-Glenferrie Rd/Malvern Rd (Toorak),0040,2643,18946,2502629.343,2405505.864,,24.18205047
72,Melbourne University to Camberwell,Up,43-Glenferrie Rd/Malvern Rd (Toorak),0040,2643,18946,2502629.343,2405505.864,48.36410022,100.1827776
72,Melbourne University to Camberwell,Up,43-Glenferrie Rd/Malvern Rd (Toorak),0040,2643,18946,2502629.343,2405505.864,31.09120774,93.27362132
75,City(La Trobe/Spencer St) to Vermont South,Down,37-Tooronga Rd/Riversdale Rd (Hawthorn East),0040,2937,19445,2504193.766,2407862.956,31.15764141,52.96798944
75,City(La Trobe/Spencer St) to Vermont South,Down,37-Tooronga Rd/Riversdale Rd (Hawthorn East),0040,2937,19445,2504193.766,2407862.956,31.15764141,37.38916969
75,City(La Trobe/Spencer St) to Vermont South,Down,37-Tooronga Rd/Riversdale Rd (Hawthorn East),0040,2937,19445,2504193.766,2407862.956,65.43104601,74.77833891
75,Vermont South to City(La Trobe/Spencer St),Up,34-Kooyongkoot Rd/Riversdale Rd (Hawthorn),0040,1934,19754,2503395.99,2407968.978,42.31858754,
75,Vermont South to City(La Trobe/Spencer St),Up,34-Kooyongkoot Rd/Riversdale Rd (Hawthorn),0040,1934,19754,2503395.99,2407968.978,9.765827894,6.510551929
75,Vermont South to City(La Trobe/Spencer St),Up,34-Kooyongkoot Rd/Riversdale Rd (Hawthorn),0040,1934,19754,2503395.99,2407968.978,13.02110386,19.53165579
8,Moreland to Toorak,Up,20-Domain Interchange/St Kilda Rd (Melbourne City),0040,3020,19505,2497547.991,2407601.937,162.4066472,441.3224132
8,Moreland to Toorak,Up,20-Domain Interchange/St Kilda Rd (Melbourne City),0040,3020,19505,2497547.991,2407601.937,176.5289671,148.2843313
8,Moreland to Toorak,Up,20-Domain Interchange/St Kilda Rd (Melbourne City),0040,3020,19505,2497547.991,2407601.937,476.6282077,88.26448298
8,Toorak to Moreland,Down,3-Lincoln Square/Swanston St (Carlton),0040,3103,19694,2496790.912,2410930.528,6.696568012,133.9313574
8,Toorak to Moreland,Down,3-Lincoln Square/Swanston St (Carlton),0040,3103,19694,2496790.912,2410930.528,23.43798804,177.4590485
8,Toorak to Moreland,Down,3-Lincoln Square/Swanston St (Carlton),0040,3103,19694,2496790.912,2410930.528,33.48284006,143.9762139
86,Bundoora to City (Docklands),Up,32-Mitchell St/High St (Northcote),0040,1832,6113,2499879.305,2414360.054,118.3454928,41.76899791
86,Bundoora to City (Docklands),Up,32-Mitchell St/High St (Northcote),0040,1832,6113,2499879.305,2414360.054,135.7492428,104.4224946
86,Bundoora to City (Docklands),Up,32-Mitchell St/High St (Northcote),0040,1832,6113,2499879.305,2414360.054,62.65349698,62.65349698
86,City (Docklands) to Bundoora,Down,37-Woolton Ave/High St (Thornbury),0040,2837,6034,2500003.524,2415492.103,6.375267982,3.187633991
86,City (Docklands) to Bundoora,Down,37-Woolton Ave/High St (Thornbury),0040,2837,6034,2500003.524,2415492.103,9.562901974,38.25160789
86,City (Docklands) to Bundoora,Down,37-Woolton Ave/High St (Thornbury),0040,2837,6034,2500003.524,2415492.103,9.562901974,22.31343794
86,City (Docklands) to Bundoora,Down,37-Woolton Ave/High St (Thornbury),0040,2837,6034,2500003.524,2415492.103,6.375267982,3.187633991
96,East Brunswick to St Kilda Beach,Up,131-Fraser St/Light Rail (Middle Park),0040,2536,20504,2497449.673,2405258.716,4.440703869,2.220351934
96,East Brunswick to St Kilda Beach,Up,131-Fraser St/Light Rail (Middle Park),0040,2536,20504,2497449.673,2405258.716,31.08492661,91.0344286
96,East Brunswick to St Kilda Beach,Up,131-Fraser St/Light Rail (Middle Park),0040,2536,20504,2497449.673,2405258.716,24.42387104,222.0351913
96,St Kilda Beach to East Brunswick,Down,18-Curtain St/Nicholson St (Carlton North),0040,2518,6138,2497915.201,2412369.822,2.325196981,6.975590944
96,St Kilda Beach to East Brunswick,Down,18-Curtain St/Nicholson St (Carlton North),0040,2518,6138,2497915.201,2412369.822,37.2031517,155.788203
96,St Kilda Beach to East Brunswick,Down,18-Curtain St/Nicholson St (Carlton North),0040,2518,6138,2497915.201,2412369.822,30.22756076,285.9992418
16,Kew to Melbourne University via St Kilda Beach,Down,41-Vadlure Ave/Balaclava Rd (Caulfield North),0040a,1076,20648,2500138.927,2403486.267,20.18675494,10.09337783
16,Kew to Melbourne University via St Kilda Beach,Down,41-Vadlure Ave/Balaclava Rd (Caulfield North),0040a,1076,20648,2500138.927,2403486.267,13.4578371,16.82229638
16,Kew to Melbourne University via St Kilda Beach,Down,41-Vadlure Ave/Balaclava Rd (Caulfield North),0040a,1076,20648,2500138.927,2403486.267,26.91567421,23.55121493
1,East Coburg to South Melbourne Beach,Up,20-Kings Way/Sturt St (Southbank),0041,2230,18232,2496955.025,2407876.771,33.85487008,318.2357814
1,East Coburg to South Melbourne Beach,Up,20-Kings Way/Sturt St (Southbank),0041,2230,18232,2496955.025,2407876.771,37.24035549,104.950093
1,East Coburg to South Melbourne Beach,Up,20-Kings Way/Sturt St (Southbank),0041,2230,18232,2496955.025,2407876.771,50.78230286,101.5646064
1,South Melbourne Beach to Coburg,Down,122-Glenlyon Rd/Lygon St (Brunswick East),0041,2214,18714,2497482.088,2414247.582,13.15503502,19.73255253
1,South Melbourne Beach to Coburg,Down,122-Glenlyon Rd/Lygon St (Brunswick East),0041,2214,18714,2497482.088,2414247.582,13.15503502,75.64145136
1,South Melbourne Beach to Coburg,Down,122-Glenlyon Rd/Lygon St (Brunswick East),0041,2214,18714,2497482.088,2414247.582,13.15503502,147.9941421
109,Box Hill to Port Melbourne,Up,13-Lansdowne St/Victoria Pde (East Melbourne),0041,1713,19726,2498133.308,2410273.67,59.73722076,84.3348999
109,Box Hill to Port Melbourne,Up,13-Lansdowne St/Victoria Pde (East Melbourne),0041,1713,19726,2498133.308,2410273.67,172.183754,165.1558456
109,Box Hill to Port Melbourne,Up,13-Lansdowne St/Victoria Pde (East Melbourne),0041,1713,19726,2498133.308,2410273.67,267.0605164,56.2232666
109,Port Melbourne to Box Hill,Down,24-Burnley St/Victoria St (Richmond),0041,2724,19386,2500914.864,2409961.843,36.65091944,256.5564337
109,Port Melbourne to Box Hill,Down,24-Burnley St/Victoria St (Richmond),0041,2724,19386,2500914.864,2409961.843,84.29711485,307.8677235
109,Port Melbourne to Box Hill,Down,24-Burnley St/Victoria St (Richmond),0041,2724,19386,2500914.864,2409961.843,98.95748234,388.4997478
11,Preston to Victoria Harbour (Docklands),Up,5-Elizabeth St/Collins St (Melbourne City),0041,3505,17902,2496817.556,2409407.906,16.92743492,38.08672953
11,Victoria Harbour (Docklands) to Preston,Down,39-Latona Ave/Gilbert Rd (Preston),0041,2378,4166,2499013.396,2417256.144,,21.76384544
112,St Kilda to Preston,Down,5-Elizabeth St/Collins St (Melbourne City),0041,3405,17910,2496813.149,2409420.779,150.9488916,147.7372131
112,St Kilda to Preston,Down,5-Elizabeth St/Collins St (Melbourne City),0041,3405,17910,2496813.149,2409420.779,619.8539619,680.8758526
112,St Kilda to Preston,Down,5-Elizabeth St/Collins St (Melbourne City),0041,3405,17910,2496813.149,2409420.779,346.8612852,452.8466768
16,Kew to Melbourne University via St Kilda Beach,Down,40-Hotham St/Balaclava Rd (St Kilda East),0041,1075,20647,2499941.49,2403517.567,40.3735106,6.728918552
16,Kew to Melbourne University via St Kilda Beach,Down,40-Hotham St/Balaclava Rd (St Kilda East),0041,1075,20647,2499941.49,2403517.567,33.64459276,3.364459276
16,Kew to Melbourne University via St Kilda Beach,Down,40-Hotham St/Balaclava Rd (St Kilda East),0041,1075,20647,2499941.49,2403517.567,77.38256288,33.64459276
16,Melbourne University to Kew via St Kilda Beach,Up,40-Hotham St/Carlisle St (Balaclava),0041,2075,18634,2499967.446,2403496.812,3.049041271,3.049041271
16,Melbourne University to Kew via St Kilda Beach,Up,40-Hotham St/Carlisle St (Balaclava),0041,2075,18634,2499967.446,2403496.812,18.29424763,48.78465986
16,Melbourne University to Kew via St Kilda Beach,Up,40-Hotham St/Carlisle St (Balaclava),0041,2075,18634,2499967.446,2403496.812,21.3432889,112.8145242
19,City(Elizabeth/Flinders st) to North Coburg,Down,40-North Coburg Terminus/Sydney Rd (Coburg North),0041,1440,17306,2496795.834,2419259.07,,53.54596758
19,City(Elizabeth/Flinders st) to North Coburg,Down,40-North Coburg Terminus/Sydney Rd (Coburg North),0041,1440,17306,2496795.834,2419259.07,,174.9168267
19,City(Elizabeth/Flinders st) to North Coburg,Down,40-North Coburg Terminus/Sydney Rd (Coburg North),0041,1440,17306,2496795.834,2419259.07,,285.5784883
24,City(Docklands) to North Balwyn,Down,39-Harp Rd/High St (Kew),0041,2884,18352,2504433.698,2411284.683,,16.92743492
24,North Balwyn to City(Docklands),Up,6-Swanston St/La Trobe St (Melbourne City),0041,3656,18030,2496837.434,2410162.183,14.50923014,55.61871529
24,North Balwyn to City(Docklands),Up,6-Swanston St/La Trobe St (Melbourne City),0041,3656,18030,2496837.434,2410162.183,16.92743492,9.672819853
3,East Malvern to Melbourne University,Down,21-Bowen Cres/St Kilda Rd (Melbourne City),0041,1021,19677,2497703.138,2407448.041,19.14412379,22.97294855
3,East Malvern to Melbourne University,Down,21-Bowen Cres/St Kilda Rd (Melbourne City),0041,1021,19677,2497703.138,2407448.041,26.80177307,7.657649517
3,East Malvern to Melbourne University,Down,21-Bowen Cres/St Kilda Rd (Melbourne City),0041,1021,19677,2497703.138,2407448.041,202.9277122,3.828824759
3,Melbourne University to East Malvern,Up,44-Ontario St/Balaclava Rd (Caulfield North),0041,2079,18638,2501087.729,2403321.267,11.48647404,3.828824759
3,Melbourne University to East Malvern,Up,44-Ontario St/Balaclava Rd (Caulfield North),0041,2079,18638,2501087.729,2403321.267,3.828824759,7.657649517
3,Melbourne University to East Malvern,Up,44-Ontario St/Balaclava Rd (Caulfield North),0041,2079,18638,2501087.729,2403321.267,,7.657649517
42,Box Hill to Victoria Harbour (Docklands),Up,13-Lansdowne St/Victoria Pde (East Melbourne),0041,1713,19726,2498133.308,2410273.67,182.3326545,31.43666553
42,Victoria Harbour (Docklands) to Box Hill,Down,41-Kew Traffic School/Cotham Rd (Kew),0041,2741,19403,2505078.253,2410118.844,239.8859406,44.9786129
42,Victoria Harbour (Docklands) to Box Hill,Down,41-Kew Traffic School/Cotham Rd (Kew),0041,2741,19403,2505078.253,2410118.844,,37.48217773
48,North Balwyn to Victoria Harbour (Docklands),Up,8-Parliament/Collins St (Melbourne City),0041,3509,17898,2497655.145,2409717.837,245.0447805,721.5207357
48,North Balwyn to Victoria Harbour (Docklands),Up,8-Parliament/Collins St (Melbourne City),0041,3509,17898,2497655.145,2409717.837,347.1467702,285.8855758
48,North Balwyn to Victoria Harbour (Docklands),Up,8-Parliament/Collins St (Melbourne City),0041,3509,17898,2497655.145,2409717.837,282.4821792,302.9025722
48,Victoria Harbour (Docklands) to North Balwyn,Down,39-Harp Rd/High St (Kew),0041,2884,18352,2504433.698,2411284.683,,12.89709377
48,Victoria Harbour (Docklands) to North Balwyn,Down,39-Harp Rd/High St (Kew),0041,2884,18352,2504433.698,2411284.683,25.79418683,51.58837509
48,Victoria Harbour (Docklands) to North Balwyn,Down,39-Harp Rd/High St (Kew),0041,2884,18352,2504433.698,2411284.683,58.03692102,112.8495693
5,Malvern to Melbourne University,Down,10-Bourke St/Swanston St (Melbourne City),0041,3110,19687,2496971.798,2409696.087,13.41004562,201.1506796
5,Malvern to Melbourne University,Down,10-Bourke St/Swanston St (Melbourne City),0041,3110,19687,2496971.798,2409696.087,352.0136957,412.3588991
5,Malvern to Melbourne University,Down,10-Bourke St/Swanston St (Melbourne City),0041,3110,19687,2496971.798,2409696.087,217.9132395,207.8557062
5,Melbourne University to Malvern,Up,45-Glenferrie Rd/Wattletree Rd (Malvern),0041,2140,947,2502508.675,2404290.124,13.19020939,26.38041878
5,Melbourne University to Malvern,Up,45-Glenferrie Rd/Wattletree Rd (Malvern),0041,2140,947,2502508.675,2404290.124,102.224122,263.8041854
5,Melbourne University to Malvern,Up,45-Glenferrie Rd/Wattletree Rd (Malvern),0041,2140,947,2502508.675,2404290.124,82.43880868,105.5216737
55,Domain Interchange to West Coburg,Down,38-Jacobs Reserve/Melville Rd (Brunswick West),0041,2268,18558,2495166.835,2416020.108,6.287333012,3.143666506
55,Domain Interchange to West Coburg,Down,38-Jacobs Reserve/Melville Rd (Brunswick West),0041,2268,18558,2495166.835,2416020.108,9.430999517,44.01133132
55,Domain Interchange to West Coburg,Down,38-Jacobs Reserve/Melville Rd (Brunswick West),0041,2268,18558,2495166.835,2416020.108,3.143666506,47.15499759
55,West Coburg to Domain Interchange,Up,2-Market St/Flinders Lane (Melbourne City),0041,3161,18213,2496512.564,2409194.023,22.85203838,48.96865368
55,West Coburg to Domain Interchange,Up,2-Market St/Flinders Lane (Melbourne City),0041,3161,18213,2496512.564,2409194.023,13.05830765,127.3185005
55,West Coburg to Domain Interchange,Up,2-Market St/Flinders Lane (Melbourne City),0041,3161,18213,2496512.564,2409194.023,48.96865368,16.32288456
57,City(Elizabeth/Flinders st) to West Maribyrnong,Down,42-Clyde St/Raleigh Rd (Maribyrnong),0041,2342,18486,2491044.988,2414573.139,,3.513954163
57,City(Elizabeth/Flinders st) to West Maribyrnong,Down,42-Clyde St/Raleigh Rd (Maribyrnong),0041,2342,18486,2491044.988,2414573.139,3.513954163,10.54186249
57,City(Elizabeth/Flinders st) to West Maribyrnong,Down,42-Clyde St/Raleigh Rd (Maribyrnong),0041,2342,18486,2491044.988,2414573.139,3.513954163,38.65349579
57,West Maribyrnong to City(Elizabeth/Flinders st),Up,6-Franklin St/Elizabeth St (Melbourne City),0041,3906,17872,2496509.095,2410335.525,17.38084793,45.19020462
57,West Maribyrnong to City(Elizabeth/Flinders st),Up,6-Franklin St/Elizabeth St (Melbourne City),0041,3906,17872,2496509.095,2410335.525,97.33274841,83.42807007
57,West Maribyrnong to City(Elizabeth/Flinders st),Up,6-Franklin St/Elizabeth St (Melbourne City),0041,3906,17872,2496509.095,2410335.525,170.3323097,69.52339363
59,Airport West to City(Elizabeth/Flinders st),Up,16-Gatehouse St/Flemington Rd (Parkville),0041,3175,19254,2495689.424,2411618.373,21.08372498,10.54186249
59,Airport West to City(Elizabeth/Flinders st),Up,16-Gatehouse St/Flemington Rd (Parkville),0041,3175,19254,2495689.424,2411618.373,35.13954163,24.59767914
59,Airport West to City(Elizabeth/Flinders st),Up,16-Gatehouse St/Flemington Rd (Parkville),0041,3175,19254,2495689.424,2411618.373,28.1116333,3.513954163
59,City (Elizabeth/Flinders St) to Airport West,Down,46-Lincoln Rd/Mt Alexander Rd (Essendon),0041,2307,19662,2492098.792,2417348.261,3.476169586,17.38084793
59,City (Elizabeth/Flinders St) to Airport West,Down,46-Lincoln Rd/Mt Alexander Rd (Essendon),0041,2307,19662,2492098.792,2417348.261,24.3331871,62.57105255
59,City (Elizabeth/Flinders St) to Airport West,Down,46-Lincoln Rd/Mt Alexander Rd (Essendon),0041,2307,19662,2492098.792,2417348.261,34.76169586,107.7612572
6,Glen Iris to Melbourne University,Down,13-Flinders Street Railway Station/Swanston St (Melbourne City),0041,3113,19685,2497153.695,2409217.351,94.52027607,166.2253113
6,Glen Iris to Melbourne University,Down,13-Flinders Street Railway Station/Swanston St (Melbourne City),0041,3113,19685,2497153.695,2409217.351,775.7181172,661.641922
6,Glen Iris to Melbourne University,Down,13-Flinders Street Railway Station/Swanston St (Melbourne City),0041,3113,19685,2497153.695,2409217.351,541.0470853,1225.504232
6,Melbourne University to Glen Iris,Up,44-Glenferrie Rd/High St (Malvern),0041,2166,16747,2502595.898,2404928.509,26.07455826,104.2982345
6,Melbourne University to Glen Iris,Up,44-Glenferrie Rd/High St (Malvern),0041,2166,16747,2502595.898,2404928.509,78.22367716,120.5948329
6,Melbourne University to Glen Iris,Up,44-Glenferrie Rd/High St (Malvern),0041,2166,16747,2502595.898,2404928.509,110.816874,146.6693916
64,East Brighton to Melbourne University,Down,26-Beatrice St/St Kilda Rd (Melbourne City),0041,1026,19572,2498214.977,2405944.604,14.04861927,31.60939336
64,East Brighton to Melbourne University,Down,26-Beatrice St/St Kilda Rd (Melbourne City),0041,1026,19572,2498214.977,2405944.604,28.09723854,7.024309635
64,East Brighton to Melbourne University,Down,26-Beatrice St/St Kilda Rd (Melbourne City),0041,1026,19572,2498214.977,2405944.604,101.8524916,
64,Melbourne University to East Brighton,Up,50-Inkerman Rd/Hawthorn Rd (Caulfield North),0041,2117,19017,2502235.337,2403507.391,9.845548868,
64,Melbourne University to East Brighton,Up,50-Inkerman Rd/Hawthorn Rd (Caulfield North),0041,2117,19017,2502235.337,2403507.391,3.281849623,19.69109774
64,Melbourne University to East Brighton,Up,50-Inkerman Rd/Hawthorn Rd (Caulfield North),0041,2117,19017,2502235.337,2403507.391,3.281849623,39.38219547
67,Carnegie to Melbourne University,Down,27-Lorne St/St Kilda Rd (Melbourne City),0041,1027,19571,2498287.727,2405682.241,15.93170309,23.89755535
67,Carnegie to Melbourne University,Down,27-Lorne St/St Kilda Rd (Melbourne City),0041,1027,19571,2498287.727,2405682.241,47.79511023,23.89755535
67,Carnegie to Melbourne University,Down,27-Lorne St/St Kilda Rd (Melbourne City),0041,1027,19571,2498287.727,2405682.241,63.7268157,19.91462946
67,Melbourne University to Carnegie,Up,44-Elsternwick Railway Station/Glenhuntly Rd (Elsternwick),0041,2044,18981,2500033.428,2401882.792,45.9458971,26.80177259
67,Melbourne University to Carnegie,Up,44-Elsternwick Railway Station/Glenhuntly Rd (Elsternwick),0041,2044,18981,2500033.428,2401882.792,172.2971139,30.63059807
67,Melbourne University to Carnegie,Up,44-Elsternwick Railway Station/Glenhuntly Rd (Elsternwick),0041,2044,18981,2500033.428,2401882.792,195.2700582,38.28824759
70,Waterfront City Docklands to Wattle Park,Down,38-Hastings Rd/Riversdale Rd (Hawthorn East),0041,2938,19444,2504519.365,2407815.062,6.384061337,
70,Waterfront City Docklands to Wattle Park,Down,38-Hastings Rd/Riversdale Rd (Hawthorn East),0041,2938,19444,2504519.365,2407815.062,,15.96015334
70,Waterfront City Docklands to Wattle Park,Down,38-Hastings Rd/Riversdale Rd (Hawthorn East),0041,2938,19444,2504519.365,2407815.062,,35.11233735
70,Wattle Park to Waterfront City Docklands,Up,9-Lennox St/Swan St (Richmond),0041,1762,19279,2499426.62,2408421.256,30.90465975,10.30155301
70,Wattle Park to Waterfront City Docklands,Up,9-Lennox St/Swan St (Richmond),0041,1762,19279,2499426.62,2408421.256,96.14783096,17.16925502
70,Wattle Park to Waterfront City Docklands,Up,9-Lennox St/Swan St (Richmond),0041,1762,19279,2499426.62,2408421.256,37.77236104,24.03695703
72,Camberwell to Melbourne University,Down,30-Prahran Market/Commercial Rd (Prahran),0041,1630,19129,2499333.755,2406038.22,36.73368454,6.678851604
72,Camberwell to Melbourne University,Down,30-Prahran Market/Commercial Rd (Prahran),0041,1630,19129,2499333.755,2406038.22,146.9347425,50.09138823
72,Camberwell to Melbourne University,Down,30-Prahran Market/Commercial Rd (Prahran),0041,1630,19129,2499333.755,2406038.22,103.5222037,23.37598062
72,Melbourne University to Camberwell,Up,44-Plant St/Malvern Rd (Malvern),0041,2644,18947,2502860.167,2405461.726,,3.454578638
72,Melbourne University to Camberwell,Up,44-Plant St/Malvern Rd (Malvern),0041,2644,18947,2502860.167,2405461.726,13.81831455,
72,Melbourne University to Camberwell,Up,44-Plant St/Malvern Rd (Malvern),0041,2644,18947,2502860.167,2405461.726,3.454578638,34.54578638
75,City(La Trobe/Spencer St) to Vermont South,Down,38-Hastings Rd/Riversdale Rd (Hawthorn East),0041,2938,19444,2504519.365,2407815.062,,3.115764141
75,City(La Trobe/Spencer St) to Vermont South,Down,38-Hastings Rd/Riversdale Rd (Hawthorn East),0041,2938,19444,2504519.365,2407815.062,6.231528282,37.38916874
75,City(La Trobe/Spencer St) to Vermont South,Down,38-Hastings Rd/Riversdale Rd (Hawthorn East),0041,2938,19444,2504519.365,2407815.062,3.115764141,40.50493336
75,Vermont South to City(La Trobe/Spencer St),Up,33-Berkeley St/Riversdale Rd (Hawthorn),0041,1933,19303,2503280.059,2407985.451,16.27637982,
75,Vermont South to City(La Trobe/Spencer St),Up,33-Berkeley St/Riversdale Rd (Hawthorn),0041,1933,19303,2503280.059,2407985.451,6.510551929,6.510551929
75,Vermont South to City(La Trobe/Spencer St),Up,33-Berkeley St/Riversdale Rd (Hawthorn),0041,1933,19303,2503280.059,2407985.451,,3.255275965
8,Moreland to Toorak,Up,21-Dallas Brooks Dr/Domain Rd (Melbourne City),0041,2556,19316,2497754.604,2407556.49,,42.36695147
8,Moreland to Toorak,Up,21-Dallas Brooks Dr/Domain Rd (Melbourne City),0041,2556,19316,2497754.604,2407556.49,7.061158657,35.30579329
8,Moreland to Toorak,Up,21-Dallas Brooks Dr/Domain Rd (Melbourne City),0041,2556,19316,2497754.604,2407556.49,49.42810988,21.18347597
8,Toorak to Moreland,Down,2-Grattan St/Swanston St (Carlton),0041,3102,19695,2496821.825,2411155.065,,180.8073328
8,Toorak to Moreland,Down,2-Grattan St/Swanston St (Carlton),0041,3102,19695,2496821.825,2411155.065,20.08970404,234.3798807
8,Toorak to Moreland,Down,2-Grattan St/Swanston St (Carlton),0041,3102,19695,2496821.825,2411155.065,53.57254457,160.7176337
86,Bundoora to City (Docklands),Up,31-Northcote Town Hall/High St (Northcote),0041,1831,6114,2499828.214,2414051.514,59.17274714,142.7107394
86,Bundoora to City (Docklands),Up,31-Northcote Town Hall/High St (Northcote),0041,1831,6114,2499828.214,2414051.514,114.8647428,66.13424706
86,Bundoora to City (Docklands),Up,31-Northcote Town Hall/High St (Northcote),0041,1831,6114,2499828.214,2414051.514,45.24974799,55.69199729
86,City (Docklands) to Bundoora,Down,38-Normanby Ave/High St (Thornbury),0041,2838,20980,2500002.82,2415694.429,114.7548194,31.87633991
86,City (Docklands) to Bundoora,Down,38-Normanby Ave/High St (Thornbury),0041,2838,20980,2500002.82,2415694.429,102.0042863,133.8806267
86,City (Docklands) to Bundoora,Down,38-Normanby Ave/High St (Thornbury),0041,2838,20980,2500002.82,2415694.429,41.43924141,105.1919198
86,City (Docklands) to Bundoora,Down,38-Normanby Ave/High St (Thornbury),0041,2838,20980,2500002.82,2415694.429,44.62687397,6.375267982
96,St Kilda Beach to East Brunswick,Down,19-Tempany St/Nicholson St (Fitzroy North),0041,2519,6139,2497954.772,2412630.649,,11.62598491
96,St Kilda Beach to East Brunswick,Down,19-Tempany St/Nicholson St (Fitzroy North),0041,2519,6139,2497954.772,2412630.649,11.62598491,97.65827537
96,St Kilda Beach to East Brunswick,Down,19-Tempany St/Nicholson St (Fitzroy North),0041,2519,6139,2497954.772,2412630.649,9.300787926,297.6252265
1,East Coburg to South Melbourne Beach,Up,22-Dorcas St/Eastern Rd (South Melbourne),0042,2232,19305,2496930.46,2407650.346,3.385486841,98.17912149
1,East Coburg to South Melbourne Beach,Up,22-Dorcas St/Eastern Rd (South Melbourne),0042,2232,19305,2496930.46,2407650.346,13.5419476,50.78230286
1,East Coburg to South Melbourne Beach,Up,22-Dorcas St/Eastern Rd (South Melbourne),0042,2232,19305,2496930.46,2407650.346,44.01132894,77.86619782
1,South Melbourne Beach to Coburg,Down,123-Albert St/Lygon St (Brunswick East),0042,2213,18715,2497528.683,2414575.557,,9.866276264
1,South Melbourne Beach to Coburg,Down,123-Albert St/Lygon St (Brunswick East),0042,2213,18715,2497528.683,2414575.557,9.866276264,36.1763463
1,South Melbourne Beach to Coburg,Down,123-Albert St/Lygon St (Brunswick East),0042,2213,18715,2497528.683,2414575.557,6.577517509,46.04262257
109,Box Hill to Port Melbourne,Up,12-St Vincents Plaza/Victoria Pde (East Melbourne),0042,3512,17895,2497898.456,2410303.581,161.6418915,368.9651871
109,Box Hill to Port Melbourne,Up,12-St Vincents Plaza/Victoria Pde (East Melbourne),0042,3512,17895,2497898.456,2410303.581,411.132637,375.9930954
109,Box Hill to Port Melbourne,Up,12-St Vincents Plaza/Victoria Pde (East Melbourne),0042,3512,17895,2497898.456,2410303.581,347.8814621,281.116333
109,Port Melbourne to Box Hill,Down,25-River Bvd/Victoria St (Richmond),0042,2725,19387,2501166.336,2409917.084,7.330183983,139.2734957
109,Port Melbourne to Box Hill,Down,25-River Bvd/Victoria St (Richmond),0042,2725,19387,2501166.336,2409917.084,10.99527597,36.65091991
109,Port Melbourne to Box Hill,Down,25-River Bvd/Victoria St (Richmond),0042,2725,19387,2501166.336,2409917.084,87.96220636,69.63674784
11,Preston to Victoria Harbour (Docklands),Up,4-Queen St/Collins St (Melbourne City),0042,3504,18008,2496643.072,2409347.683,,25.39115286
11,Victoria Harbour (Docklands) to Preston,Down,40-Bell St/Gilbert Rd (Preston),0042,2379,4167,2499035.496,2417427.95,,10.88192272
112,St Kilda to Preston,Down,6-Melbourne Town Hall/Collins St (Melbourne City),0042,3406,17911,2497012.196,2409495.214,353.2846451,157.3722486
112,St Kilda to Preston,Down,6-Melbourne Town Hall/Collins St (Melbourne City),0042,3406,17911,2497012.196,2409495.214,1268.61303,696.934248
112,St Kilda to Preston,Down,6-Melbourne Town Hall/Collins St (Melbourne City),0042,3406,17911,2497012.196,2409495.214,619.8539591,574.8904619
16,Kew to Melbourne University via St Kilda Beach,Down,39-Carlisle Ave/Carlisle St (St Kilda),0042,1074,20599,2499692.844,2403556.63,23.55121422,10.09337711
16,Kew to Melbourne University via St Kilda Beach,Down,39-Carlisle Ave/Carlisle St (St Kilda),0042,1074,20599,2499692.844,2403556.63,20.18675566,16.82229638
16,Kew to Melbourne University via St Kilda Beach,Down,39-Carlisle Ave/Carlisle St (St Kilda),0042,1074,20599,2499692.844,2403556.63,37.00905132,43.73797059
