FID,recorddate,dam,volume_ML,volume_percentfull
40147,2009/03/17 12:59:59,Tarago,22171,58.99
40148,2009/02/10 12:59:59,Tarago,23767,63.24
40149,2009/03/07 12:59:59,Tarago,22508,59.89
40150,2009/03/02 12:59:59,Sugarloaf,34890,36.24
40151,2009/02/25 12:59:59,Yan Yean,4328,14.29
40152,2009/03/12 12:59:59,Yan Yean,4328,14.29
40153,2009/03/17 12:59:59,Sugarloaf,29074,30.2
40154,2009/02/09 12:59:59,Cardinia,118175,41.18
40155,2009/03/07 12:59:59,Sugarloaf,33011,34.29
40156,2009/03/02 12:59:59,Yan Yean,4253,14.05
40157,2009/02/25 12:59:59,Silvan,35002,86.54
40158,2009/03/12 12:59:59,Tarago,22309,59.36
40159,2009/03/16 12:59:59,Maroondah,10416,46.96
40160,2009/02/09 12:59:59,Greenvale,18116,67.49
40161,2009/03/06 12:59:59,Cardinia,129030,44.97
40162,2009/03/02 12:59:59,Tarago,22671,60.32
40163,2009/02/25 12:59:59,Tarago,22964,61.1
40164,2009/03/12 12:59:59,Sugarloaf,31006,32.21
40165,2009/03/16 12:59:59,O'Shannassy,2695,86.29
40166,2009/02/09 12:59:59,Maroondah,9383,42.3
40167,2009/03/06 12:59:59,Greenvale,20122,74.97
40168,2009/03/01 12:59:59,Cardinia,127259,44.35
40169,2009/02/24 12:59:59,Maroondah,9534,42.98
40170,2009/03/11 12:59:59,Cardinia,129654,45.18
40171,2009/03/16 12:59:59,Silvan,35776,88.45
40172,2009/02/09 12:59:59,O'Shannassy,1841,58.94
40173,2009/03/06 12:59:59,Maroondah,9936,44.79
40174,2009/03/01 12:59:59,Greenvale,19678,73.31
40175,2009/02/24 12:59:59,O'Shannassy,1662,53.21
40176,2009/03/11 12:59:59,Greenvale,20122,74.97
40177,2009/03/16 12:59:59,Greenvale,20191,75.23
40178,2009/02/09 12:59:59,Silvan,35033,86.61
40179,2009/03/06 12:59:59,O'Shannassy,1883,60.29
40180,2009/03/01 12:59:59,Maroondah,9650,43.5
40181,2009/02/24 12:59:59,Greenvale,19260,71.76
40182,2009/03/11 12:59:59,Maroondah,10081,45.45
40183,2009/03/16 12:59:59,Yan Yean,4479,14.79
40184,2009/02/09 12:59:59,Thomson,210359,19.69
40185,2009/03/06 12:59:59,Silvan,35297,87.27
40186,2009/03/01 12:59:59,O'Shannassy,1597,51.13
40187,2009/02/24 12:59:59,Upper Yarra,112854,56.26
40188,2009/03/11 12:59:59,O'Shannassy,2175,69.64
40189,2009/03/16 12:59:59,Cardinia,129616,45.17
40190,2009/02/09 12:59:59,Upper Yarra,130970,65.29
40191,2009/03/06 12:59:59,Thomson,205410,19.23
40192,2009/03/01 12:59:59,Silvan,35030,86.61
40193,2009/02/24 12:59:59,Yan Yean,4366,14.42
40194,2009/03/11 12:59:59,Thomson,203480,19.05
40195,2009/03/06 12:59:59,Upper Yarra,101166,50.43
40196,2009/03/16 12:59:59,Thomson,202999,19
40197,2009/03/06 12:59:59,Yan Yean,4253,14.05
40198,2009/02/09 12:59:59,Sugarloaf,43957,45.66
40199,2009/03/06 12:59:59,Tarago,22550,60
40200,2009/02/24 12:59:59,Cardinia,124872,43.52
40201,2009/03/01 12:59:59,Thomson,206240,19.31
40202,2009/03/11 12:59:59,Upper Yarra,98453,49.08
40203,2009/03/06 12:59:59,Sugarloaf,33355,34.65
40204,2009/03/16 12:59:59,Sugarloaf,29449,30.59
40205,2009/03/01 12:59:59,Upper Yarra,106642,53.16
40206,2009/02/09 12:59:59,Yan Yean,4668,15.42
40207,2009/03/11 12:59:59,Sugarloaf,31385,32.6
40208,2009/02/24 12:59:59,Thomson,207654,19.44
40209,2009/03/05 12:59:59,Cardinia,128847,44.9
40210,2009/03/01 12:59:59,Sugarloaf,35271,36.64
40211,2009/03/16 12:59:59,Upper Yarra,96167,47.94
40212,2009/02/09 12:59:59,Tarago,23824,63.39
40213,2009/03/11 12:59:59,Yan Yean,4290,14.17
40214,2009/02/24 12:59:59,Sugarloaf,37455,38.91
40215,2009/03/05 12:59:59,Greenvale,20027,74.61
40216,2009/03/01 12:59:59,Yan Yean,4253,14.05
40217,2009/03/16 12:59:59,Tarago,22194,59.05
40218,2009/02/08 12:59:59,Cardinia,117959,41.11
40219,2009/03/11 12:59:59,Silvan,35278,87.22
40220,2009/02/24 12:59:59,Silvan,34987,86.5
40221,2009/03/05 12:59:59,Maroondah,9892,44.6
40222,2009/03/01 12:59:59,Tarago,22726,60.47
40223,2009/03/15 12:59:59,Cardinia,129464,45.12
40224,2009/02/08 12:59:59,Greenvale,18044,67.23
40225,2009/03/11 12:59:59,Tarago,22348,59.46
40226,2009/02/24 12:59:59,Tarago,23019,61.25
40227,2009/03/05 12:59:59,O'Shannassy,1813,58.05
40228,2009/02/28 12:59:59,Cardinia,126778,44.18
40229,2009/03/15 12:59:59,Greenvale,20168,75.14
40230,2009/02/08 12:59:59,Maroondah,9369,42.24
40231,2009/03/10 12:59:59,Cardinia,129593,45.16
40232,2009/02/23 12:59:59,Cardinia,124404,43.35
40233,2009/03/05 12:59:59,Silvan,35173,86.96
40234,2009/02/28 12:59:59,Maroondah,9622,43.38
40235,2009/03/15 12:59:59,Maroondah,10372,46.76
40236,2009/02/08 12:59:59,O'Shannassy,1862,59.62
40237,2009/03/10 12:59:59,Greenvale,20122,74.97
40238,2009/02/23 12:59:59,Greenvale,19171,71.42
40239,2009/03/05 12:59:59,Thomson,205576,19.24
40240,2009/02/28 12:59:59,O'Shannassy,1611,51.58
40241,2009/03/15 12:59:59,O'Shannassy,2626,84.08
40242,2009/02/08 12:59:59,Silvan,35281,87.23
40243,2009/03/10 12:59:59,Maroondah,10067,45.38
40244,2009/02/23 12:59:59,Maroondah,9516,42.9
40245,2009/03/05 12:59:59,Upper Yarra,102224,50.96
40246,2009/02/28 12:59:59,Silvan,35018,86.58
40247,2009/03/15 12:59:59,Silvan,35776,88.45
40248,2009/02/08 12:59:59,Thomson,210573,19.71
40249,2009/03/10 12:59:59,O'Shannassy,2112,67.62
40250,2009/02/23 12:59:59,O'Shannassy,1676,53.66
40251,2009/03/05 12:59:59,Sugarloaf,33693,35
40252,2009/02/28 12:59:59,Thomson,206501,19.33
40253,2009/03/15 12:59:59,Thomson,203122,19.01
40254,2009/02/08 12:59:59,Upper Yarra,131881,65.75
40255,2009/03/10 12:59:59,Silvan,35250,87.15
40256,2009/02/23 12:59:59,Silvan,34940,86.38
40257,2009/03/05 12:59:59,Yan Yean,4253,14.05
40258,2009/02/28 12:59:59,Upper Yarra,107886,53.78
40259,2009/03/15 12:59:59,Upper Yarra,96632,48.17
40260,2009/02/08 12:59:59,Sugarloaf,44380,46.1
40261,2009/03/10 12:59:59,Thomson,203882,19.09
40262,2009/02/23 12:59:59,Thomson,207864,19.46
40263,2009/03/05 12:59:59,Tarago,22583,60.09
40264,2009/02/28 12:59:59,Sugarloaf,35674,37.06
40265,2009/03/15 12:59:59,Sugarloaf,29835,30.99
40266,2009/02/08 12:59:59,Yan Yean,4668,15.42
40267,2009/03/10 12:59:59,Upper Yarra,98825,49.26
40268,2009/02/23 12:59:59,Upper Yarra,114098,56.88
40269,2009/03/04 12:59:59,Thomson,205646,19.25
40270,2009/02/28 12:59:59,Yan Yean,4290,14.17
40271,2009/03/15 12:59:59,Yan Yean,4441,14.67
40272,2009/02/08 12:59:59,Tarago,23878,63.53
40273,2009/03/10 12:59:59,Sugarloaf,31834,33.07
40274,2009/02/23 12:59:59,Sugarloaf,37923,39.39
40275,2009/03/04 12:59:59,Upper Yarra,103278,51.48
40276,2009/02/28 12:59:59,Greenvale,19577,72.94
40277,2009/03/15 12:59:59,Tarago,22218,59.12
40278,2009/02/07 12:59:59,Cardinia,118428,41.27
40279,2009/03/10 12:59:59,Yan Yean,4290,14.17
40280,2009/02/23 12:59:59,Yan Yean,4366,14.42
40281,2009/03/04 12:59:59,Yan Yean,4215,13.92
40282,2009/02/28 12:59:59,Tarago,22781,60.62
40283,2009/03/14 12:59:59,Thomson,203183,19.02
40284,2009/02/07 12:59:59,Greenvale,18001,67.07
40285,2009/03/10 12:59:59,Tarago,22384,59.56
40286,2009/02/23 12:59:59,Tarago,23074,61.39
40287,2009/03/04 12:59:59,Cardinia,128635,44.83
40288,2009/02/27 12:59:59,Cardinia,126291,44.01
40289,2009/03/14 12:59:59,Cardinia,129654,45.18
40290,2009/02/07 12:59:59,Maroondah,9284,41.85
40291,2009/03/09 12:59:59,Cardinia,129525,45.14
40292,2009/02/22 12:59:59,Cardinia,123951,43.2
40293,2009/03/04 12:59:59,Maroondah,9827,44.3
40294,2009/02/27 12:59:59,Greenvale,19501,72.65
40295,2009/03/14 12:59:59,Greenvale,20137,75.02
40296,2009/02/07 12:59:59,O'Shannassy,1879,60.16
40297,2009/03/04 12:59:59,O'Shannassy,1728,55.33
40298,2009/02/22 12:59:59,Greenvale,19105,71.18
40299,2009/02/27 12:59:59,Maroondah,9594,43.25
40300,2009/03/09 12:59:59,Greenvale,20122,74.97
40301,2009/03/14 12:59:59,Maroondah,10314,46.5
40302,2009/02/07 12:59:59,Silvan,34771,85.97
40303,2009/03/04 12:59:59,Silvan,34965,86.45
40304,2009/02/22 12:59:59,Maroondah,9495,42.81
40305,2009/02/27 12:59:59,O'Shannassy,1625,52.03
40306,2009/03/09 12:59:59,Maroondah,10038,45.25
40307,2009/03/14 12:59:59,O'Shannassy,2524,80.81
40308,2009/02/07 12:59:59,Thomson,210814,19.73
40309,2009/03/04 12:59:59,Greenvale,19935,74.27
40310,2009/02/22 12:59:59,O'Shannassy,1689,54.08
40311,2009/02/27 12:59:59,Silvan,35018,86.58
40312,2009/03/09 12:59:59,O'Shannassy,2049,65.6
40313,2009/03/14 12:59:59,Silvan,35498,87.76
40314,2009/03/14 12:59:59,Upper Yarra,97183,48.45
40315,2009/03/14 12:59:59,Yan Yean,4403,14.54
40316,2009/03/14 12:59:59,Tarago,22254,59.21
40317,2009/03/14 12:59:59,Sugarloaf,30182,31.35
40318,2009/03/13 12:59:59,Maroondah,10198,45.98
40319,2009/03/13 12:59:59,O'Shannassy,2346,75.12
40320,2009/03/13 12:59:59,Silvan,35157,86.92
40321,2009/03/13 12:59:59,Greenvale,20122,74.97
40322,2009/03/13 12:59:59,Upper Yarra,97596,48.65
40323,2009/03/13 12:59:59,Yan Yean,4366,14.42
40324,2009/03/13 12:59:59,Cardinia,129880,45.26
40325,2009/03/13 12:59:59,Thomson,203140,19.02
40326,2009/03/13 12:59:59,Sugarloaf,30590,31.78
40327,2009/03/13 12:59:59,Tarago,22282,59.29
40328,2009/02/27 12:59:59,Thomson,206789,19.36
40329,2009/02/27 12:59:59,Upper Yarra,109132,54.4
40330,2009/02/27 12:59:59,Sugarloaf,36122,37.52
40331,2009/02/27 12:59:59,Yan Yean,4290,14.17
40332,2009/02/27 12:59:59,Tarago,22842,60.78
40333,2009/02/26 12:59:59,Cardinia,125804,43.84
40334,2009/02/26 12:59:59,Greenvale,19426,72.37
40335,2009/03/09 12:59:59,Silvan,35312,87.3
40336,2009/02/26 12:59:59,Maroondah,9573,43.16
40337,2009/03/09 12:59:59,Thomson,204318,19.13
40338,2009/02/22 12:59:59,Silvan,34987,86.5
40339,2009/02/26 12:59:59,O'Shannassy,1638,52.44
40340,2009/03/04 12:59:59,Sugarloaf,34076,35.4
40341,2009/02/07 12:59:59,Upper Yarra,132569,66.09
40342,2009/03/09 12:59:59,Upper Yarra,99267,49.49
40343,2009/02/22 12:59:59,Thomson,208082,19.48
40344,2009/02/26 12:59:59,Silvan,35018,86.58
40345,2009/03/04 12:59:59,Tarago,22610,60.16
40346,2009/02/07 12:59:59,Yan Yean,4668,15.42
40347,2009/03/09 12:59:59,Sugarloaf,32221,33.47
40348,2009/02/22 12:59:59,Upper Yarra,115337,57.5
40349,2009/02/26 12:59:59,Thomson,207078,19.38
40350,2009/03/03 12:59:59,Cardinia,128211,44.68
40351,2009/02/07 12:59:59,Tarago,23924,63.66
40352,2009/03/09 12:59:59,Yan Yean,4290,14.17
40353,2009/02/22 12:59:59,Yan Yean,4403,14.54
40354,2009/02/26 12:59:59,Upper Yarra,110374,55.02
40355,2009/03/03 12:59:59,Greenvale,19845,73.94
40356,2009/02/07 12:59:59,Sugarloaf,44786,46.52
40357,2009/03/09 12:59:59,Tarago,22423,59.66
40358,2009/02/22 12:59:59,Tarago,23129,61.54
40359,2009/02/26 12:59:59,Sugarloaf,36559,37.98
40360,2009/03/03 12:59:59,Maroondah,9749,43.95
40361,2009/02/06 12:59:59,Cardinia,118948,41.45
40362,2009/03/08 12:59:59,Cardinia,129273,45.05
40363,2009/02/22 12:59:59,Sugarloaf,38333,39.82
40364,2009/02/26 12:59:59,Yan Yean,4328,14.29
40365,2009/03/03 12:59:59,O'Shannassy,1616,51.74
40366,2009/02/06 12:59:59,Greenvale,18044,67.23
40367,2009/03/08 12:59:59,Greenvale,20122,74.97
40368,2009/02/21 12:59:59,Maroondah,9488,42.77
40369,2009/02/26 12:59:59,Tarago,22903,60.94
40370,2009/03/03 12:59:59,Silvan,34971,86.46
40371,2009/02/06 12:59:59,Maroondah,9340,42.11
40372,2009/03/08 12:59:59,Maroondah,10009,45.12
40373,2009/02/21 12:59:59,O'Shannassy,1700,54.43
40374,2009/03/03 12:59:59,Thomson,205760,19.26
40375,2009/02/06 12:59:59,O'Shannassy,1889,60.48
40376,2009/03/08 12:59:59,O'Shannassy,1994,63.84
40377,2009/02/21 12:59:59,Silvan,34971,86.46
40378,2009/03/03 12:59:59,Upper Yarra,104334,52.01
40379,2009/02/06 12:59:59,Silvan,34816,86.08
40380,2009/03/08 12:59:59,Silvan,35467,87.69
40381,2009/02/21 12:59:59,Greenvale,19053,70.98
40382,2009/03/03 12:59:59,Yan Yean,4215,13.92
40383,2009/02/06 12:59:59,Thomson,210993,19.75
40384,2009/03/08 12:59:59,Thomson,204712,19.16
40385,2009/02/21 12:59:59,Upper Yarra,116581,58.12
40386,2009/03/03 12:59:59,Sugarloaf,34464,35.8
40387,2009/02/06 12:59:59,Upper Yarra,133291,66.45
40388,2009/03/08 12:59:59,Upper Yarra,99733,49.72
40389,2009/02/21 12:59:59,Yan Yean,4403,14.54
40390,2009/03/03 12:59:59,Tarago,22621,60.19
40391,2009/02/06 12:59:59,Yan Yean,4707,15.55
40392,2009/03/08 12:59:59,Sugarloaf,32624,33.89
40393,2009/02/21 12:59:59,Cardinia,123501,43.04
40394,2009/02/06 12:59:59,Tarago,23972,63.78
40395,2009/03/08 12:59:59,Yan Yean,4253,14.05
40396,2009/02/21 12:59:59,Thomson,208274,19.5
40397,2009/02/06 12:59:59,Sugarloaf,45303,47.06
40398,2009/03/08 12:59:59,Tarago,22464,59.77
40399,2009/02/21 12:59:59,Sugarloaf,38765,40.27
40400,2009/02/21 12:59:59,Tarago,23179,61.67
40401,2009/02/05 12:59:59,Cardinia,118897,41.44
40402,2009/01/06 12:59:59,Cardinia,119317,41.58
40403,2009/02/05 12:59:59,Greenvale,18037,67.2
40404,2009/01/11 12:59:59,Cardinia,119114,41.51
40405,2009/01/01 12:59:59,Cardinia,119296,41.57
40406,2009/01/06 12:59:59,Greenvale,19396,72.26
40407,2009/02/05 12:59:59,Maroondah,9312,41.98
40408,2009/01/11 12:59:59,Greenvale,18994,70.77
40409,2009/01/01 12:59:59,Greenvale,19516,72.71
40410,2009/01/06 12:59:59,Maroondah,12285,55.39
40411,2009/01/31 12:59:59,Cardinia,119042,41.49
40412,2009/01/16 12:59:59,Cardinia,119107,41.51
40413,2009/02/05 12:59:59,O'Shannassy,1917,61.38
40414,2009/01/11 12:59:59,Maroondah,11743,52.94
40415,2009/01/01 12:59:59,Maroondah,12756,57.51
40416,2009/01/21 12:59:59,Cardinia,118955,41.46
40417,2009/01/06 12:59:59,O'Shannassy,2604,83.38
40418,2009/01/31 12:59:59,Greenvale,17914,66.74
40419,2009/01/16 12:59:59,Greenvale,18669,69.55
40420,2009/01/26 12:59:59,Cardinia,118500,41.3
40421,2009/02/05 12:59:59,Silvan,34801,86.04
40422,2009/01/11 12:59:59,O'Shannassy,2563,82.06
40423,2009/01/01 12:59:59,O'Shannassy,2565,82.13
40424,2009/01/21 12:59:59,Greenvale,18361,68.41
40425,2009/01/06 12:59:59,Silvan,34339,84.9
40426,2009/01/31 12:59:59,Maroondah,9228,41.6
40427,2009/01/16 12:59:59,Maroondah,11087,49.98
40428,2009/01/26 12:59:59,Greenvale,18116,67.49
40429,2009/02/05 12:59:59,Thomson,211100,19.76
40430,2009/01/11 12:59:59,Silvan,35590,87.99
40431,2009/01/01 12:59:59,Silvan,34445,85.16
40432,2009/01/21 12:59:59,Maroondah,10321,46.53
40433,2009/01/06 12:59:59,Thomson,214251,20.06
40434,2009/01/31 12:59:59,O'Shannassy,2053,65.73
40435,2009/01/31 12:59:59,Thomson,211939,19.84
40436,2009/01/31 12:59:59,Upper Yarra,137941,68.77
40437,2009/01/31 12:59:59,Sugarloaf,47989,49.85
40438,2009/01/31 12:59:59,Yan Yean,4863,16.06
40439,2009/01/31 12:59:59,Silvan,34943,86.39
40440,2009/01/31 12:59:59,Tarago,24284,64.61
40441,2009/01/30 12:59:59,Cardinia,119085,41.5
40442,2009/01/30 12:59:59,Greenvale,17914,66.74
40443,2009/01/30 12:59:59,Maroondah,9228,41.6
40444,2009/01/30 12:59:59,O'Shannassy,2112,67.62
40445,2009/01/30 12:59:59,Silvan,35157,86.92
40446,2009/01/30 12:59:59,Thomson,212117,19.86
40447,2009/01/30 12:59:59,Upper Yarra,138597,69.09
40448,2009/01/30 12:59:59,Sugarloaf,48486,50.37
40449,2009/01/30 12:59:59,Yan Yean,4902,16.19
40450,2009/01/30 12:59:59,Tarago,24341,64.77
40451,2009/01/29 12:59:59,Cardinia,118941,41.45
40452,2009/01/29 12:59:59,Greenvale,17936,66.82
40453,2009/01/29 12:59:59,Maroondah,9242,41.67
40454,2009/01/29 12:59:59,O'Shannassy,2160,69.16
40455,2009/01/29 12:59:59,Silvan,35590,87.99
40456,2009/01/29 12:59:59,Thomson,212270,19.87
40457,2009/01/29 12:59:59,Upper Yarra,139252,69.42
40458,2009/01/29 12:59:59,Sugarloaf,48984,50.89
40459,2009/01/29 12:59:59,Yan Yean,4902,16.19
40460,2009/01/29 12:59:59,Tarago,24395,64.91
40461,2009/01/28 12:59:59,Cardinia,118796,41.4
40462,2009/01/28 12:59:59,Greenvale,18001,67.07
40463,2009/01/28 12:59:59,O'Shannassy,2210,70.76
40464,2009/01/28 12:59:59,Thomson,212421,19.88
40465,2009/01/28 12:59:59,Upper Yarra,139905,69.75
40466,2009/01/28 12:59:59,Yan Yean,4941,16.32
40467,2009/01/28 12:59:59,Maroondah,9383,42.3
40468,2009/01/28 12:59:59,Silvan,36047,89.12
40469,2009/01/28 12:59:59,Tarago,24452,65.06
40470,2009/01/28 12:59:59,Sugarloaf,49393,51.31
40471,2009/01/27 12:59:59,Cardinia,118651,41.35
40472,2009/01/27 12:59:59,Greenvale,18081,67.36
40473,2009/01/27 12:59:59,Maroondah,9523,42.93
40474,2009/01/27 12:59:59,O'Shannassy,2234,71.53
40475,2009/01/27 12:59:59,Thomson,212573,19.9
40476,2009/01/27 12:59:59,Upper Yarra,140553,70.07
40477,2009/01/27 12:59:59,Yan Yean,4980,16.45
40478,2009/01/27 12:59:59,Silvan,36435,90.08
40479,2009/01/27 12:59:59,Tarago,24506,65.21
40480,2009/01/27 12:59:59,Sugarloaf,49713,51.64
40481,2009/01/16 12:59:59,O'Shannassy,2479,79.37
40482,2009/01/16 12:59:59,Silvan,35776,88.45
40483,2009/01/16 12:59:59,Upper Yarra,147592,73.58
40484,2009/01/16 12:59:59,Sugarloaf,52391,54.43
40485,2009/01/16 12:59:59,Yan Yean,5331,17.61
40486,2009/01/16 12:59:59,Thomson,213992,20.03
40487,2009/01/16 12:59:59,Tarago,25035,66.61
40488,2009/01/15 12:59:59,Maroondah,11237,50.66
40489,2009/01/15 12:59:59,O'Shannassy,2498,79.98
40490,2009/01/15 12:59:59,Upper Yarra,148256,73.91
40491,2009/01/15 12:59:59,Sugarloaf,52570,54.61
40492,2009/01/15 12:59:59,Yan Yean,5331,17.61
40493,2009/01/15 12:59:59,Cardinia,119092,41.5
40494,2009/01/15 12:59:59,Thomson,214082,20.04
40495,2009/01/15 12:59:59,Greenvale,18684,69.61
40496,2009/01/15 12:59:59,Silvan,35683,88.22
40497,2009/01/15 12:59:59,Tarago,25064,66.69
40498,2009/01/14 12:59:59,Cardinia,119042,41.49
40499,2009/01/14 12:59:59,Greenvale,18714,69.72
40500,2009/01/21 12:59:59,O'Shannassy,2360,75.56
40501,2009/01/14 12:59:59,Maroondah,11374,51.28
40502,2009/01/21 12:59:59,Silvan,36057,89.15
40503,2009/02/05 12:59:59,Upper Yarra,134140,66.87
40504,2009/01/26 12:59:59,Maroondah,9664,43.57
40505,2009/01/01 12:59:59,Upper Yarra,155491,77.52
40506,2009/01/11 12:59:59,Thomson,214207,20.05
40507,2009/01/06 12:59:59,Upper Yarra,153720,76.63
40508,2009/01/14 12:59:59,O'Shannassy,2517,80.59
40509,2009/01/21 12:59:59,Thomson,213439,19.98
40510,2009/02/05 12:59:59,Sugarloaf,45760,47.54
40511,2009/01/26 12:59:59,O'Shannassy,2254,72.17
40512,2009/01/01 12:59:59,Sugarloaf,54455,56.57
40513,2009/01/11 12:59:59,Upper Yarra,150755,75.15
40514,2009/01/06 12:59:59,Yan Yean,5526,18.25
40515,2009/01/14 12:59:59,Silvan,35683,88.22
40516,2009/01/21 12:59:59,Upper Yarra,144296,71.93
40517,2009/02/05 12:59:59,Yan Yean,4746,15.68
40518,2009/01/26 12:59:59,Thomson,212716,19.91
40519,2009/01/01 12:59:59,Yan Yean,5643,18.64
40520,2009/01/11 12:59:59,Sugarloaf,53408,55.48
40521,2009/01/06 12:59:59,Tarago,25367,67.5
40522,2009/01/14 12:59:59,Thomson,214162,20.05
40523,2009/01/21 12:59:59,Sugarloaf,51180,53.17
40524,2009/02/05 12:59:59,Tarago,24020,63.91
40525,2009/01/26 12:59:59,Upper Yarra,141200,70.39
40526,2009/01/01 12:59:59,Tarago,25476,67.79
40527,2009/01/11 12:59:59,Yan Yean,5409,17.87
40528,2009/01/06 12:59:59,Sugarloaf,54096,56.2
40529,2009/01/14 12:59:59,Upper Yarra,148920,74.24
40530,2009/01/21 12:59:59,Yan Yean,5097,16.84
40531,2009/02/04 12:59:59,Maroondah,9298,41.92
40532,2009/01/26 12:59:59,Sugarloaf,49972,51.91
40533,2009/01/01 12:59:59,Thomson,213662,20
40534,2009/01/11 12:59:59,Tarago,25217,67.1
40535,2009/01/05 12:59:59,Cardinia,119288,41.57
40536,2009/01/14 12:59:59,Yan Yean,5331,17.61
40537,2009/01/21 12:59:59,Tarago,24829,66.06
40538,2009/02/04 12:59:59,O'Shannassy,1929,61.76
40539,2009/01/26 12:59:59,Yan Yean,5019,16.58
40540,2008/12/31 12:59:59,Cardinia,119114,41.51
40541,2009/01/10 12:59:59,Cardinia,119419,41.62
40542,2009/01/05 12:59:59,Maroondah,12372,55.78
40543,2009/01/14 12:59:59,Sugarloaf,52780,54.83
40544,2009/01/20 12:59:59,Cardinia,118717,41.37
40545,2009/02/04 12:59:59,Silvan,34816,86.08
40546,2009/01/26 12:59:59,Silvan,36688,90.71
40547,2008/12/31 12:59:59,Greenvale,19531,72.77
40548,2009/01/10 12:59:59,Greenvale,19105,71.18
40549,2009/01/05 12:59:59,O'Shannassy,2607,83.47
40550,2009/01/14 12:59:59,Tarago,25108,66.81
40551,2009/01/20 12:59:59,Greenvale,18455,68.76
40552,2009/02/04 12:59:59,Greenvale,18023,67.15
40553,2009/02/04 12:59:59,Upper Yarra,134997,67.3
40554,2009/02/04 12:59:59,Yan Yean,4785,15.8
40555,2009/02/04 12:59:59,Cardinia,118868,41.43
40556,2009/02/04 12:59:59,Thomson,211243,19.77
40557,2009/02/04 12:59:59,Tarago,24069,64.04
40558,2009/02/04 12:59:59,Sugarloaf,46187,47.98
40559,2009/02/03 12:59:59,Cardinia,118839,41.42
40560,2009/02/03 12:59:59,Greenvale,18001,67.07
40561,2009/02/03 12:59:59,Maroondah,9284,41.85
40562,2009/02/03 12:59:59,O'Shannassy,1946,62.31
40563,2009/02/03 12:59:59,Thomson,211377,19.79
40564,2009/02/03 12:59:59,Yan Yean,4785,15.8
40565,2009/02/03 12:59:59,Silvan,34900,86.29
40566,2009/02/03 12:59:59,Tarago,24117,64.17
40567,2009/02/03 12:59:59,Upper Yarra,135826,67.71
40568,2009/02/03 12:59:59,Sugarloaf,46638,48.45
40569,2009/02/02 12:59:59,Cardinia,118767,41.39
40570,2009/02/02 12:59:59,Greenvale,17972,66.96
40571,2009/02/02 12:59:59,Maroondah,9270,41.79
40572,2009/02/02 12:59:59,O'Shannassy,1972,63.14
40573,2009/02/02 12:59:59,Silvan,35033,86.61
40574,2009/02/02 12:59:59,Thomson,211564,19.8
40575,2009/02/02 12:59:59,Upper Yarra,136552,68.07
40576,2009/02/02 12:59:59,Yan Yean,4824,15.93
40577,2009/02/02 12:59:59,Tarago,24171,64.31
40578,2009/02/02 12:59:59,Sugarloaf,47099,48.93
40579,2009/02/01 12:59:59,Maroondah,9242,41.67
40580,2009/02/01 12:59:59,O'Shannassy,1988,63.65
40581,2009/02/01 12:59:59,Silvan,35101,86.78
40582,2009/02/01 12:59:59,Greenvale,17929,66.8
40583,2009/02/01 12:59:59,Upper Yarra,137285,68.44
40584,2009/02/01 12:59:59,Yan Yean,4863,16.06
40585,2009/02/01 12:59:59,Cardinia,118666,41.35
40586,2009/02/01 12:59:59,Thomson,211734,19.82
40587,2009/02/01 12:59:59,Sugarloaf,47519,49.36
40588,2009/02/01 12:59:59,Tarago,24228,64.47
40589,2009/01/10 12:59:59,Maroondah,11855,53.45
40590,2009/01/10 12:59:59,O'Shannassy,2569,82.26
40591,2009/01/10 12:59:59,Silvan,35033,86.61
40592,2009/01/10 12:59:59,Upper Yarra,151369,75.46
40593,2009/01/10 12:59:59,Yan Yean,5409,17.87
40594,2009/01/10 12:59:59,Tarago,25255,67.2
40595,2009/01/10 12:59:59,Thomson,214171,20.05
40596,2009/01/10 12:59:59,Sugarloaf,53555,55.63
40597,2009/01/09 12:59:59,Cardinia,119709,41.72
40598,2009/01/09 12:59:59,Greenvale,19208,71.56
40599,2009/01/09 12:59:59,Maroondah,11963,53.93
40600,2009/01/09 12:59:59,O'Shannassy,2577,82.51
40601,2009/01/09 12:59:59,Silvan,34616,85.58
40602,2009/01/09 12:59:59,Upper Yarra,151980,75.77
40603,2009/01/09 12:59:59,Yan Yean,5448,18
40604,2009/01/09 12:59:59,Tarago,25285,67.28
40605,2009/01/26 12:59:59,Tarago,24563,65.36
40606,2009/01/09 12:59:59,Thomson,214180,20.05
40607,2009/01/20 12:59:59,Maroondah,10488,47.28
40608,2008/12/31 12:59:59,Maroondah,12803,57.72
40609,2009/01/25 12:59:59,Cardinia,118825,41.41
40610,2009/01/09 12:59:59,Sugarloaf,53701,55.79
40611,2009/01/20 12:59:59,O'Shannassy,2388,76.46
40612,2008/12/31 12:59:59,O'Shannassy,2548,81.58
40613,2009/01/25 12:59:59,Greenvale,18174,67.71
40614,2009/01/08 12:59:59,Cardinia,119586,41.68
40615,2009/01/20 12:59:59,Silvan,36279,89.69
40616,2008/12/31 12:59:59,Silvan,34600,85.54
40617,2009/01/25 12:59:59,Maroondah,9805,44.2
40618,2009/01/13 12:59:59,Cardinia,119071,41.5
40619,2009/01/05 12:59:59,Silvan,34414,85.08
40620,2009/01/08 12:59:59,Greenvale,19283,71.84
40621,2009/01/20 12:59:59,Upper Yarra,144958,72.26
